,id,job_id,company_display_name,location,title,latitude,longitude,redirect_url,description,category_tag,contract_time,created,company_name_clean,token_count_description
1319,4386,5449805853,bennet & boss belgium,belgië,ftth designer / fiber network engineer,,,https://www.adzuna.be/details/5449805853?utm_medium=api&utm_source=64e51cf1,"ben jij technisch onderlegd en haal je energie uit het ontwerpen van glasvezelnetwerken? wil je meewerken aan innovatieve telecomprojecten die het digitale landschap van belgië mee vormgeven? dan is dit jouw kans! wij zoeken meerdere ftth designers / fiber network engineers voor langdurige en grootschalige fiberprojecten in belgië. je komt terecht in een internationaal team waar nauwkeurigheid, samenwerking en innovatie centraal staan. wat ga je doen als designer/engineer ben je verantwoordelij…",unknown,,2025-10-16t09:11:11z,bennet_and_boss_belgium,104
1320,4389,5449039470,eezee,leuven,odoo consultant / business analyst,50.87927,4.70214,https://www.adzuna.be/details/5449039470?utm_medium=api&utm_source=64e51cf1,"about eezee bij eezee helpen we bedrijven om digitaal te transformeren en hun processen te optimaliseren met odoo . als trotse odoo gold partner combineren we sterke lokale expertise met de internationale ervaring van de eezee group . we zijn op zoek naar een odoo business analyst die onze klanten helpt om het maximale uit odoo te halen. je biedt de hoogste kwaliteit van klantenservice, bouwt duurzame relaties op en vertaalt bedrijfsbehoeften naar slimme, pragmatische oplossingen. jouw rol als …",unknown,,2025-10-15t22:41:05z,eezee,103
1321,4390,5449039478,eezee,leuven,odoo consultant / business analyst,50.87927,4.70214,https://www.adzuna.be/details/5449039478?utm_medium=api&utm_source=64e51cf1,"about eezee at eezee , we help companies digitally transform and optimize their processes with odoo . as a proud odoo gold partner , we combine strong local expertise with the international experience of the eezee group . we’re looking for an odoo business analyst to help our clients unlock the full potential of odoo. you’ll deliver exceptional service, build lasting relationships, and translate business needs into smart, pragmatic solutions. your role as a business analyst , you’re the link be…",unknown,,2025-10-15t22:41:05z,eezee,97
1322,4393,5448923038,euroclear,"sint-joost-ten-node, brussel hoofdstad",mainframe storage engineer,50.85422,4.36617,https://www.adzuna.be/details/5448923038?utm_medium=api&utm_source=64e51cf1,"description division: group technology services please note that this is a permanent position, and we do not offer freelance or contract arrangements for this role. as a mainframe storage engineer, you will play a crucial role in ensuring efficient and secure storage management within our z/os environment! role overview as a mainframe storage engineer, you will play a key role in managing and optimising storage operations within our z/os environment. your responsibilities will include: administ…",unknown,,2025-10-15t21:31:15z,euroclear,90
1323,4394,5448922721,ing,belgië,strategic talent & learning manager,,,https://www.adzuna.be/details/5448922721?utm_medium=api&utm_source=64e51cf1,"strategic learning & talent expert – ing belgium (brussels) at ing, we believe that learning is the key to growth—for our people, our business, and our society. as a strategic learning & talent expert, you’ll be part of our human resources centre of expertise, where you’ll design and deliver forward-thinking development strategies that empower employees and leaders to thrive in a fast-changing world. you’ll work in the talent & learning team, the hub for learning, talent development, and divers…",unknown,full_time,2025-10-15t21:31:00z,ing,101
1324,4395,5448922621,seris,belgië,it-business analyst,,,https://www.adzuna.be/details/5448922621?utm_medium=api&utm_source=64e51cf1,"seris security, gevestigd in diegem, is een belgisch beveiligingsbedrijf met ruim 100 jaar ervaring. het biedt geïntegreerde veiligheidsoplossingen voor bedrijven, overheden en particulieren. wat maakt seris uniek: volledige beveiligingsdiensten: van bewakingsdiensten tot alarmopvolging en monitoring. erkende opleidingsinstelling: via de seris academy worden professionele opleidingen aangeboden voor beveiligingspersoneel. innovatieve aanpak: seris combineert verschillende expertisedomeinen om o…",unknown,,2025-10-15t21:30:50z,seris,101
1325,4399,5448918882,shurgard,belgië,junior financial analyst,,,https://www.adzuna.be/details/5448918882?utm_medium=api&utm_source=64e51cf1,"general information organisation shurgard is the largest self-storage provider in europe. we have over 200 self-storage centres in 7 countries: belgium, denmark, france, germany, sweden, the netherlands and united kingdom. we help people store their belongings – often at times of big life changes. at shurgard, we live and breathe our values of service, security, reliability, flexibility, convenience and cleanliness – to provide the best storage experience. shurgard currently cater for the stora…",accounting-finance-jobs,full_time,2025-10-15t21:28:21z,shurgard,103
1326,4411,5448801766,itineris,belgië,senior functional analyst (r&d),,,https://www.adzuna.be/details/5448801766?utm_medium=api&utm_source=64e51cf1,"there’s a saying at itineris: together goes a long way. and we live by that. whether your job is translating our customers’ needs into the best software, selling, coding, or keeping our business running smoothly, we’re united by the same mission: growing our company and delivering innovative software that empowers energy and water utilities to engage better with their customers. what you will work on the senior functional analyst will join the r&d team, responsible for the successful & timely i…",it-jobs,,2025-10-15t19:07:32z,itineris,98
1327,4412,5448800915,actemium belgium,belgië,senior mechanical project engineer,,,https://www.adzuna.be/details/5448800915?utm_medium=api&utm_source=64e51cf1,"als mechanical engineer sta je in voor het mechanisch ontwerpen van diverse machines op maat, dit in het kader van automatisatie- en roboticaprojecten. je ontwerpt in inventor een compleet mechanisch ontwerp met de nodige analyses. je leert omgaan met de nieuwste technieken, ce normering & functionele veiligheid en doet hierbij de juiste materiaalkeuzes. je dimensioneert de mechanische componenten en voert alle bijhorende berekeningen uit. je verzorgt de nodige productietekeningen en documenten…",unknown,,2025-10-15t19:07:22z,actemium_belgium,100
1328,4424,5447610115,phoenix pharma belgium,belgië,stage - learning & development (hr-afdeling),,,https://www.adzuna.be/details/5447610115?utm_medium=api&utm_source=64e51cf1,"stage - learning & development (hr-afdeling) ben je gepassioneerd door talentontwikkeling en het optimaliseren van vaardigheden binnen een organisatie? sluit je aan bij ons hr-team als stagiair learning & development en draag actief bij aan de professionele groei van onze medewerkers. deze stage, op locatie, biedt je een volledige onderdompeling in de opleidings- en ontwikkelingsstrategieën van een toonaangevend bedrijf in de gezondheidszorg. ontdek phoenix belgium phoenix belgium is een belang…",unknown,,2025-10-14t23:34:35z,phoenix_pharma_belgium,102
1329,4429,5447437228,cadence systems,belgië,sr principal software engineer,,,https://www.adzuna.be/details/5447437228?utm_medium=api&utm_source=64e51cf1,"at cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. the company applies its underlying intelligent system design strategy to deliver software, hardware and ip that turn design concepts into reality. cadence customers are the world’s most innovative companies, delivering extraordinary electronic products from chips to bo…",it-jobs,full_time,2025-10-14t21:26:15z,cadence_systems,85
1330,4430,5447437159,thales,belgië,software quality assurance manager,,,https://www.adzuna.be/details/5447437159?utm_medium=api&utm_source=64e51cf1,"location: tubize, belgium we say hi* *human intelligence – welcome among thales team! thales in belgium is part of an internationally leading technology group in the defence and security, aerospace as well as digital identity and security markets. in a world characterised by uncertainties, we ensure that our customers, partners and employees can pursue new paths with confidence. for a future we can all trust. say hi* – to your career as software quality assurance manager at the tubize site in t…",it-jobs,full_time,2025-10-14t21:26:09z,thales,101
1331,4431,5447437114,ntt,belgië,lab instruments software validation analyst,,,https://www.adzuna.be/details/5447437114?utm_medium=api&utm_source=64e51cf1,"make an impact with ntt data join a company that is pushing the boundaries of what is possible. we are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive. we are seeking a lab instruments software validation analyst with 6–9 years of progressive experience in the clinical research, pharmaceutical, or biotechnology industry. the s…",it-jobs,full_time,2025-10-14t21:26:04z,ntt,94
1332,4441,5445961877,lyreco,"sint-agatha-berchem, brussel hoofdstad",credit analyst,50.86337,4.29621,https://www.adzuna.be/details/5445961877?utm_medium=api&utm_source=64e51cf1,"bij lyreco geloven we dat de “credit analyst” van morgen meer is dan een cijferkraker. jij bent de strategische bewaker van onze cashflow, een bruggenbouwer tussen finance en sales, en iemand die slim gebruik maakt van technologie en ai om sneller en scherper beslissingen te nemen. locatie: berchem (functie omvat de landen be/nl/lux) rapporteert aan: credit manager hoe ziet jouw dag eruit? als “credit analyst” zorg jij voor een gezond evenwicht tussen commerciële slagkracht en financieel risico…",unknown,full_time,2025-10-13t21:26:05z,lyreco,112
1333,4448,5445961359,ntt,belgië,senior lab instruments software validation analyst,,,https://www.adzuna.be/details/5445961359?utm_medium=api&utm_source=64e51cf1,"make an impact with ntt data join a company that is pushing the boundaries of what is possible. we are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. our workplace embraces diversity and inclusion – it’s a place where you can grow, belong and thrive. we are seeking an experienced lab instruments software validation analyst with 10 years of proven expertise in the clinical research industry , including a minimum of 5 years o…",it-jobs,full_time,2025-10-13t21:24:46z,ntt,94
1334,4454,5444908141,"ntt america, inc.",belgië,lab instruments software validation analyst,,,https://www.adzuna.be/details/5444908141?utm_medium=api&utm_source=64e51cf1,"make an impact with ntt data join a company that is pushing the boundaries of what is possible. we are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. our workplace embraces diversity and inclusion - it's a place where you can grow, belong and thrive. we are seeking a lab instruments software validation analyst with 6-9 years of progressive experience in the clinical research, pharmaceutical, or biotechnology industry. the s…",unknown,,2025-10-13t04:36:22z,"ntt_america,_inc.",93
1335,4455,5444908144,"ntt america, inc.",belgië,senior lab instruments software validation analyst,,,https://www.adzuna.be/details/5444908144?utm_medium=api&utm_source=64e51cf1,"make an impact with ntt data join a company that is pushing the boundaries of what is possible. we are renowned for our technical excellence and leading innovations, and for making a difference to our clients and society. our workplace embraces diversity and inclusion - it's a place where you can grow, belong and thrive. we are seeking an experienced lab instruments software validation analyst with 10 years of proven expertise in the clinical research industry , including a minimum of 5 years o…",unknown,,2025-10-13t04:36:22z,"ntt_america,_inc.",93
1336,4463,5444580847,cadence systems,belgië,sr principal software engineer,,,https://www.adzuna.be/details/5444580847?utm_medium=api&utm_source=64e51cf1,"at cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. the company applies its underlying intelligent system design strategy to deliver software, hardware and ip that turn design concepts into reality. cadence customers are the world’s most innovative companies, delivering extraordinary electronic products from chips to bo…",it-jobs,full_time,2025-10-12t21:31:36z,cadence_systems,85
1337,4475,5443766230,dsm-firmenich,"ottignies-louvain-la-neuve, nijvel","engineer, reliability",50.6659,4.5671,https://www.adzuna.be/details/5443766230?utm_medium=api&utm_source=64e51cf1,"job title ?- engineer, reliability location ?- louvain-la-neuve, belgium the engineer reliability ensures the improvement of the reliability and the operational technical availability of the production, logistics, and utilities equipment on our manufacturing site. your key responsibilities  define and implement a strategy to maximize equipment durability and reliability  use data to identify critical equipment (low mtbf/ high mttr). develop and validate targeted reliability improvement plans. m…",unknown,,2025-10-12t04:39:57z,dsm-firmenich,88
1338,4487,5443292978,bdo belgium,"steenokkerzeel, halle-vilvoorde",software (erp) implementation junior consultant (2026),50.87924,4.50422,https://www.adzuna.be/land/ad/5443292978?se=vhtqs8hv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=cd56696aae12f3b0680b5e1d11bde709b887635c,"as a junior erp implementation consultant, you will dive deep into configuring and optimizing business software such as oracle netsuite and other erp systems. your tasks will include: analyzing client problems and being responsible for configuring business software. building and optimizing automation processes within various tools. creating reports within the systems. conducting data migrations and user acceptance testing , including developing test scenarios. providing on-site training for cli…",customer-services-jobs,,2025-10-11t21:01:06z,bdo_belgium,80
1339,4494,5441599076,johnson & johnson,belgië,senior automation engineer,,,https://www.adzuna.be/details/5441599076?utm_medium=api&utm_source=64e51cf1,"at johnson & johnson, we believe health is everything. our strength in healthcare innovation empowers us to build a world where complex diseases are prevented, treated, and cured, where treatments are smarter and less invasive, and solutions are personal. through our expertise in innovative medicine and medtech, we are uniquely positioned to innovate across the full spectrum of healthcare solutions today to deliver the breakthroughs of tomorrow, and profoundly impact health for humanity. learn …",unknown,full_time,2025-10-10t21:23:32z,johnson_and_johnson,88
1340,4499,5441596638,vpk group,belgië,proces ingenieur,,,https://www.adzuna.be/details/5441596638?utm_medium=api&utm_source=64e51cf1,"wil jij processen slimmer, duurzamer en efficiënter maken? je wordt enthousiast van productie, techniek én data. je ziet waar het beter kan — en werkt graag samen om het ook echt te realiseren. bij vpk group krijg je de ruimte om te groeien, initiatief te nemen en trots te zijn op het resultaat dat jij mee vormgeeft. als procesingenieur duik je in de kern van onze productie. je leert hoe onze processen werken, helpt verbeteringen realiseren en ontdekt gaandeweg nieuwe mogelijkheden op vlak van …",manufacturing-jobs,,2025-10-10t21:22:35z,vpk_group,107
1341,4504,5441596105,keyrock,belgië,c++ engineer - options trading,,,https://www.adzuna.be/details/5441596105?utm_medium=api&utm_source=64e51cf1,"backend rust engineer - options trading since our beginnings in 2017, we've grown to be a leading change-maker in the digital asset space, renowned for our partnerships and innovation. today, we rock with over 200 team members around the world. our diverse team hails from 42 nationalities, with backgrounds ranging from defi natives to phds. predominantly remote, we have hubs in london, brussels and singapore, and host regular online and offline hangouts to keep the crew tight. we are trading on…",accounting-finance-jobs,full_time,2025-10-10t21:21:50z,keyrock,103
1342,4507,5441564119,pwc belgium,"machelen, halle-vilvoorde",school internship in deals analytics (as of april '26),50.89423,4.43562,https://www.adzuna.be/details/5441564119?utm_medium=api&utm_source=64e51cf1,"leading with heart, living by values pwc advisory is a garden of possibilities, and you’re reaping the rewards. where you want to make an impact is always up to you. with the full support of our advisory teams, you’ll delve into the inner workings of companies to find the best solutions for any challenge they might have. from the excitement of deals to the complexities of consulting and the fascinating realm of risks and threats in forensics, you’ll help clients nurture trust and maintain their…",other-general-jobs,,2025-10-10t20:54:43z,pwc_belgium,99
1343,4512,5441564082,pwc belgium,"machelen, halle-vilvoorde",school internship in data consulting (as of march '26),50.89423,4.43562,https://www.adzuna.be/details/5441564082?utm_medium=api&utm_source=64e51cf1,"contribute to creating a better tomorrow the only way we can tackle the challenges of this fast-changing world is with passionate people. led by our purpose of building trust and solving important problems, we come together at pwc to address the biggest issues facing the world in a way that drives positive impact. are you eager to join a team fuelled by open and curious minds? people who are passionate about their work and create new solutions for a new day? then you’re at the right place. brin…",other-general-jobs,,2025-10-10t20:54:42z,pwc_belgium,101
1344,4520,5441225364,your sales buddy gmbh & co. kg,belgië,independent field contractors for on-site data collection in belgium,,,https://www.adzuna.be/details/5441225364?utm_medium=api&utm_source=64e51cf1,"tasks we are seeking self-employed contractors in belgium to assist with a unique and flexible data collection project in the hospitality industry. this role is ideal for individuals who are looking for additional income alongside their main job and have the flexibility to work during weekends. about the role: as an independent contractor, your primary task will involve visiting popular nightlife and entertainment districts in various cities to observe and record specific data in bars and resta…",other-general-jobs,,2025-10-10t15:19:00z,your_sales_buddy_gmbh_and_co._kg,84
1345,4522,5440779769,agad technology,belgië,senior java backend engineer,,,https://www.adzuna.be/details/5440779769?utm_medium=api&utm_source=64e51cf1,"location: laakdal - hybrid – 3 days onsite type: full-time about the role we are looking for a senior java backend engineer to join our growing technology team. the ideal candidate is passionate about building scalable backend systems, experienced in cloud-based environments (aws), and comfortable collaborating across front-end and data teams. key responsibilities design, develop, and maintain high-quality backend services using java . build and optimize apis, microservices, and integrations wi…",other-general-jobs,,2025-10-10t11:33:27z,agad_technology,92
1346,4544,5439875694,pernod ricard,belgië,market & business intelligence manager (w/m/d),,,https://www.adzuna.be/details/5439875694?utm_medium=api&utm_source=64e51cf1,"who we are you’ve probably already enjoyed our strong brands that we market as the number one spirits company: havana club, absolut vodka, or lillet are just a few of our premium spirits that are gaining popularity. that's why we're always looking for talents to support our success – and celebrate it together with us. currently, the global team of the pernod ricard group consists of 19,000 employees in 86 countries, and we take pride in the diversity that defines our team. we foster an inclusiv…",unknown,full_time,2025-10-09t21:21:24z,pernod_ricard,105
1347,4557,5438333087,thermofisher scientific,"zaventem, halle-vilvoorde",team leader- ema instrument software management,50.88769,4.47013,https://www.adzuna.be/details/5438333087?utm_medium=api&utm_source=64e51cf1,"work schedule standard (mon-fri) environmental conditions office job description summarized purpose: supervises a small global team focused on validating the lab instrumentation in accordance with the european medicines agency (ema) guidelines. this role will oversee the system development lifecycle deliverables created by the team, manage project timelines, participate in client and regulatory inspections, and work closely with various departments and vendors to ensure effective communication,…",unknown,,2025-10-09t04:10:18z,thermofisher_scientific,79
1348,4559,5437744173,akkodis,belgië,sustainability engineer - life sciences - m/v/x,,,https://www.adzuna.be/details/5437744173?utm_medium=api&utm_source=64e51cf1,"general information publication date 07/10/2025 category operations - engineering/production job title sustainability engineer - life sciences - m/v/x contract permanent contract job description departmental marketing statement the service of project engineer sustainability (pe sustainability) is situated in the department global technology, engineering & launch (gtel) clinical manufacturing. clinical manufacturing is key in bringing new molecules from lab development work until launch for a br…",scientific-qa-jobs,full_time,2025-10-08t21:22:07z,akkodis,82
1349,4563,5437743195,frontier economics,belgië,2026 graduate economic analyst - brussels,,,https://www.adzuna.be/details/5437743195?utm_medium=api&utm_source=64e51cf1,"frontier economics is an economics consultancy that tackles the big questions facing governments, businesses and society. we help our clients to analyse and understand their markets and to formulate strategies based on sound economics. the methods and models we use are often complex, but our advice is always succinct, clear and honest . we advise across sectors and countries and we are one of the largest economic consultancies in europe with more than 350 economists based in our offices in amst…",unknown,full_time,2025-10-08t21:21:00z,frontier_economics,91
1350,4564,5437742917,cushman & wakefield,belgië,research analyst,,,https://www.adzuna.be/details/5437742917?utm_medium=api&utm_source=64e51cf1,"job title research analyst job description summary job description position title: research analyst department: research location: brussels cushman & wakefield (nyse: cwk) is a leading global commercial real estate services firm for property owners and occupiers with approximately 52,000 employees in nearly 400 offices and 60 countries. in 2023, the firm reported revenue of $9.5 billion across its core services of property, facilities and project management, leasing, capital markets, and valuat…",unknown,full_time,2025-10-08t21:20:57z,cushman_and_wakefield,101
1351,4574,5436313656,ctrl-f,"zedelgem, brugge",logistics projects engineer,51.10463,3.15974,https://www.adzuna.be/land/ad/5436313656?se=vvmstchv8bgormokdu-cda&utm_medium=api&utm_source=64e51cf1&v=60db82b5b34542b25e047c37444dfac062370ab1,"functie je leidt projecten die de transitie naar een geautomatiseerde logistieke werking ondersteunen. je werkt aan de implementatie van nieuwe technologieën, zoals mobiele robots en geautomatiseerde transportsystemen. je analyseert en optimaliseert logistieke processen via methodieken zoals kaizen, lean en nvaa-analyse. samen met collega’s uit engineering, design, aankoop en kwaliteit bepaal je de ideale logistieke flow en infrastructuur (jit, kanban, kitting, lay-outstudies). je volgt investe…",unknown,,2025-10-07t22:47:12z,ctrl-f,106
1352,4575,5435987656,thermo fisher scientific,belgië,team leader- ema instrument software management,,,https://www.adzuna.be/details/5435987656?utm_medium=api&utm_source=64e51cf1,"work schedule standard (mon-fri) environmental conditions office job description summarized purpose: supervises a small global team focused on validating the lab instrumentation in accordance with the european medicines agency (ema) guidelines. this role will oversee the system development lifecycle deliverables created by the team, manage project timelines, participate in client and regulatory inspections, and work closely with various departments and vendors to ensure effective communication,…",it-jobs,full_time,2025-10-07t21:22:45z,thermo_fisher_scientific,79
1353,4588,5434338701,keyrock,belgië,backend rust engineer - options trading,,,https://www.adzuna.be/details/5434338701?utm_medium=api&utm_source=64e51cf1,"backend rust engineer - options trading since our beginnings in 2017, we've grown to be a leading change-maker in the digital asset space, renowned for our partnerships and innovation. today, we rock with over 200 team members around the world. our diverse team hails from 42 nationalities, with backgrounds ranging from defi natives to phds. predominantly remote, we have hubs in london, brussels and singapore, and host regular online and offline hangouts to keep the crew tight. we are trading on…",accounting-finance-jobs,full_time,2025-10-06t21:21:00z,keyrock,103
1354,4597,5433132217,tvh,belgië,r&d iot engineer,,,https://www.adzuna.be/details/5433132217?utm_medium=api&utm_source=64e51cf1,"about gemone hi there and thanks for stopping by! we’re gemone, a start-up global tech company. we work in the field of telematics. tele-what-ics??! yes, we’re fully aware that telematics isn’t something most people know a lot about. but if you’re willing to learn and you have skills to share, then you might just find out that this company, role, and industry are a perfect fit for you. we co-create cloud-based solutions and the necessary hardware components to gather data from industrial equipm…",unknown,full_time,2025-10-05t21:20:30z,tvh,112
1355,4598,5432969618,dashdot,belgië,software engineer for startups,,,https://www.adzuna.be/details/5432969618?utm_medium=api&utm_source=64e51cf1,"this is a full-time position in antwerp. no freelancers & no full-time remote workers now that we've made that clear: hi  do you want to make a real impact, working for fast-paced startups? wanna build great software products from scratch and have an in-depth insight in the whole product you’re building? do you like to work together in a tight-knit team where you can be a creative inventor every day? because when you find a job you enjoy, you’ll never have to work a day in your life, right? (ok…",unknown,,2025-10-05t18:02:16z,dashdot,110
1356,4601,5432370795,bdo,belgië,"assistant, planning & delivery ( data insights & reporting)",,,https://www.adzuna.be/details/5432370795?utm_medium=api&utm_source=64e51cf1,"about bdo bdo is the leading mid-tier professional services provider globally. in 2024, we recorded global revenues of over us$15 billion across our core service lines - audit & assurance, tax, advisory, and business services & outsourcing. with a worldwide community of over 119k professionals operating in 166 countries and territories, we’re dedicated to helping our clients navigate complex financial and strategic challenges, aligned to our core purpose ‘ people helping people. ’ more informat…",unknown,,2025-10-05t07:57:33z,bdo,96
1357,4602,5432369413,bam interbuild bv,belgië,planning engineer,,,https://www.adzuna.be/details/5432369413?utm_medium=api&utm_source=64e51cf1,"ben je net als ons overtuigd dat een accurate en realistische planning dé succesfactor is voor een bouwproject? dan ben jij wellicht de nieuwe top collega die wij zoeken! wie zijn we? kairos, bam interbuild en bam fm vormen samen de belgische tak onder het nederlandse moederbedrijf royal bam group. samen, als één groot team focussen we ons op ontwikkelen, bouwen en onderhouden van toonaangevende gebouwenprojecten. bam interbuild is binnen belgië de gebouwenspecialist bij uitstek voor hoofdzakel…",unknown,,2025-10-05t07:57:18z,bam_interbuild_bv,107
1358,4606,5432258544,bdo belgium,"zaventem, halle-vilvoorde",software (erp) implementation junior consultant (2026),50.88769,4.47013,https://www.adzuna.be/details/5432258544?utm_medium=api&utm_source=64e51cf1,"would you like to be part of a leading advisory firm where you can bring your personality to your job? bdo helps organizations grow sustainably with expertise in audit & assurance, tax advice, legal services, and consultancy. at bdo, you're more than just a number; your wellbeing and development are paramount. that is why our slogan is 'let's grow together'! bdo digital advisory provides expert advice relating to the interface between business and ict . our reasoned, pragmatic approach allows u…",unknown,,2025-10-05t05:57:13z,bdo_belgium,99
1359,4610,5432070862,safran,belgië,data base administrator f/h,,,https://www.adzuna.be/details/5432070862?utm_medium=api&utm_source=64e51cf1,"data base administrator f/h détail de l'offre informations générales entité de rattachement safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. implanté sur tous les continents, le groupe emploie 100 000 colla…",unknown,,2025-10-05t04:02:54z,safran,105
1360,4611,5432070880,safran,belgië,engineering technician,,,https://www.adzuna.be/details/5432070880?utm_medium=api&utm_source=64e51cf1,"engineering technician détail de l'offre informations générales entité de rattachement safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. implanté sur tous les continents, le groupe emploie 100 000 collaborat…",unknown,,2025-10-05t04:02:54z,safran,102
1361,4613,5432070876,safran,belgië,data base architect f/h,,,https://www.adzuna.be/details/5432070876?utm_medium=api&utm_source=64e51cf1,"data base architect f/h détail de l'offre informations générales entité de rattachement safran est un groupe international de haute technologie opérant dans les domaines de l'aéronautique (propulsion, équipements et intérieurs), de l'espace et de la défense. sa mission : contribuer durablement à un monde plus sûr, où le transport aérien devient toujours plus respectueux de l'environnement, plus confortable et plus accessible. implanté sur tous les continents, le groupe emploie 100 000 collabora…",unknown,,2025-10-05t04:02:54z,safran,105
1362,4619,5431749095,pricewaterhousecoopers,belgië,junior cloud & data consultant,,,https://www.adzuna.be/details/5431749095?utm_medium=api&utm_source=64e51cf1,"line of service advisory industry/sector not applicable specialism technology strategy management level associate job description & summary contribute to creating a better tomorrow the only way we can tackle the challenges of this fast-changing world is with passionate people. led by our purpose of building trust and solving important problems, we come together at pwc to address the biggest issues facing the world in a way that drives positive impact. are you eager to join a team fuelled by ope…",consultancy-jobs,full_time,2025-10-04t21:19:26z,pricewaterhousecoopers,90
1363,4635,5430097508,devrev,belgië,solutions (presales/sales) engineer,,,https://www.adzuna.be/details/5430097508?utm_medium=api&utm_source=64e51cf1,"devrev at devrev, we’re building the future of work with computer – your ai teammate. computer is not just another tool. it’s built on the belief that the future of work should be about genuine human connection and collaboration – not piling on more apps. computer is the best kind of teammate: it amplifies your strengths, takes repetition and frustration out of your day, and gives you more time and energy to do your best work. how? easy: it’s the only platform capable of… complete data unificat…",unknown,,2025-10-03t21:20:54z,devrev,106
1364,4642,5430094970,gsk,belgië,"engineering graduate programme, belgium, 2026",,,https://www.adzuna.be/details/5430094970?utm_medium=api&utm_source=64e51cf1,"join the gsk engineering graduate programme – belgium , 2026: help us get ahead of disease together education required : meng or msc in engineering: automation, robotics, controls & systems, mechanical , mechatronics , electrical or electronic engineering, computer or systems engineering, manufacturing or industrial engineering, robotics technology engineering, chemical engineering, biomedical or related field with modules in automation, robotics, systems, software and/or cybersecurity. graduat…",unknown,full_time,2025-10-03t21:19:52z,gsk,89
1365,4643,5430093200,lighthouse,belgië,senior data solution architect,,,https://www.adzuna.be/details/5430093200?utm_medium=api&utm_source=64e51cf1,"at lighthouse, we’re on a mission to disrupt commercial strategy for the hospitality industry. our innovative commercial platform takes the complexity out of data, empowering businesses with actionable insights, advanced pricing tools, and cutting-edge business intelligence to unlock their full revenue potential. backed by $370 million in series c funding and driven by an unwavering passion for growth, we’ve welcomed five companies into our journey and have surpassed $100 million in arr in 2024…",unknown,,2025-10-03t21:19:06z,lighthouse,89
1366,4646,5429937944,jan de nul,aalst,functional analyst,50.93754,4.04108,https://www.adzuna.be/land/ad/5429937944?se=cr_9t8hv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=555f8b466f66184d9c7c1e5f94c2bbde6383adee,"jan de nul group staat garant voor innovatie en uitdagingen. ons ict-team uiteraard ook. het team bouwt, onderhoudt en ondersteunt de ict-infrastructuur en ict-toepassingen die aan boord van de schepen, op de werven en in de kantoren worden gebruikt. via professionele ict-oplossingen bieden wij een aangename en stabiele werkomgeving aan alle eindgebruikers. samen maken wij het verschil! wat houdt de rol in om samen met ons team van analisten en developers verder de business software ondersteuni…",customer-services-jobs,,2025-10-03t20:48:46z,jan_de_nul,108
1367,4647,5429937916,jan de nul,aalst,system engineer servers & datacenter,50.96088,4.03486,https://www.adzuna.be/land/ad/5429937916?se=cr_9t8hv8bgi9s-dambejg&utm_medium=api&utm_source=64e51cf1&v=2dee9ed2689e4916f37cc7e6213b3a6b347b1bdd,"jan de nul group staat garant voor innovatie en uitdagingen. ons ict-team uiteraard ook. het team van intussen 140 collega's bouwt, onderhoudt en ondersteunt de ict-infrastructuur en ict-toepassingen die aan boord van de schepen, op de werven en in de kantoren worden gebruikt. via professionele ict-oplossingen bieden wij een aangename en stabiele werkomgeving aan alle eindgebruikers. samen maken wij het verschil! wat houdt de rol in als system engineer servers & datacenter ben je onder andere v…",customer-services-jobs,,2025-10-03t20:48:46z,jan_de_nul,110
1368,4649,5428958412,hays,belgië,software architect,,,https://www.adzuna.be/details/5428958412?utm_medium=api&utm_source=64e51cf1,"software architect | software development | rust programming, java, c, c++, python | architecture your new company our client is a global leader in advanced mobility and infrastructure technology solutions. this organization develops and maintains complex, real-time systems that ensure safe and efficient management of critical networks. with a strong international presence and a collaborative work culture, the company values innovation, reliability, and sustainability. employees benefit from wo…",other-general-jobs,,2025-10-03t10:43:22z,hays,81
